Date,Value
2008.01.20,9970.99733080
2008.01.21,9968.62007620
2008.01.22,9966.24282160
2008.01.23,9963.86556700
2008.01.24,9968.03347600
2008.01.25,9964.40687000
2008.01.26,9975.84927600
2008.01.27,9987.29168200
2008.01.28,9998.73408800
2008.01.29,10045.44019000
2008.01.30,10075.94670000
2008.01.31,10135.20004000
2008.02.01,10222.78564000
2008.02.02,10245.50956333
2008.02.03,10268.23348667
2008.02.04,10290.95741000
2008.02.05,10313.48948000
2008.02.06,10319.23695000
2008.02.07,10346.90485000
2008.02.08,10362.77639000
2008.02.09,10371.64515000
2008.02.10,10380.51391000
2008.02.11,10389.38267000
2008.02.12,10430.78412000
2008.02.13,10497.02845000
2008.02.14,10526.78220000
2008.02.15,10546.03775000
2008.02.16,10551.95857750
2008.02.17,10557.87940500
2008.02.18,10563.80023250
2008.02.19,10569.72106000
2008.02.20,10611.32168000
2008.02.21,10620.88360000
2008.02.22,10645.55463000
2008.02.23,10664.37661333
2008.02.24,10683.19859667
2008.02.25,10702.02058000
2008.02.26,10773.13887000
2008.02.27,10828.92931000
2008.02.28,10857.38549000
2008.02.29,10841.87860000
2008.03.01,10838.20600333
2008.03.02,10834.53340667
2008.03.03,10830.86081000
2008.03.04,10808.33630000
2008.03.05,10799.83616000
2008.03.06,10753.71936000
2008.03.07,10701.77090000
2008.03.08,10676.34597000
2008.03.09,10650.92104000
2008.03.10,10625.49611000
2008.03.11,10603.10369000
2008.03.12,10570.29265000
2008.03.13,10562.68775000
2008.03.14,10519.77211000
2008.03.15,10499.25820333
2008.03.16,10478.74429667
2008.03.17,10458.23039000
2008.03.18,10450.12106000
2008.03.19,10414.78698000
2008.03.20,10411.60241000
2008.03.21,10420.11970500
2008.03.22,10428.63700000
2008.03.23,10437.15429500
2008.03.24,10445.67159000
2008.03.25,10495.17238000
2008.03.26,10525.41969000
2008.03.27,10534.35404000
2008.03.28,10524.57114000
2008.03.29,10528.32539667
2008.03.30,10532.07965333
2008.03.31,10535.83391000
2008.04.01,10587.23441000
2008.04.02,10644.19566000
2008.04.03,10700.02655000
2008.04.04,10751.01183000
2008.04.05,10766.95761667
2008.04.06,10782.90340333
2008.04.07,10798.84919000
2008.04.08,10833.10588000
2008.04.09,10834.12982000
2008.04.10,10851.03465000
2008.04.11,10829.28310000
2008.04.12,10821.05176667
2008.04.13,10812.82043333
2008.04.14,10804.58910000
2008.04.15,10799.40280000
2008.04.16,10834.62149000
2008.04.17,10860.11036000
2008.04.18,10911.50280000
2008.04.19,10923.41380667
2008.04.20,10935.32481333
2008.04.21,10947.23582000
2008.04.22,10949.95137000
2008.04.23,10954.52341000
2008.04.24,10972.15989000
2008.04.25,11003.22828000
2008.04.26,11014.22739000
2008.04.27,11025.22650000
2008.04.28,11036.22561000
2008.04.29,11050.45720000
2008.04.30,11060.22292000
2008.05.01,11091.47150000
2008.05.02,11119.38168000
2008.05.03,11125.25377667
2008.05.04,11131.12587333
2008.05.05,11136.99797000
2008.05.06,11167.52491000
2008.05.07,11163.28782000
2008.05.08,11164.89867000
2008.05.09,11158.15145000
2008.05.10,11165.56491000
2008.05.11,11172.97837000
2008.05.12,11180.39183000
2008.05.13,11202.95538000
2008.05.14,11229.08245000
2008.05.15,11273.27568000
2008.05.16,11307.99451000
2008.05.17,11316.70938667
2008.05.18,11325.42426333
2008.05.19,11334.13914000
2008.05.20,11340.37210000
2008.05.21,11318.49942000
2008.05.22,11307.35579000
2008.05.23,11266.44120000
2008.05.24,11261.42515500
2008.05.25,11256.40911000
2008.05.26,11251.39306500
2008.05.27,11246.37702000
2008.05.28,11236.74026000
2008.05.29,11242.91713000
2008.05.30,11251.98377000
2008.05.31,11246.54779000
2008.06.01,11241.11181000
2008.06.02,11235.67583000
2008.06.03,11213.20416000
2008.06.04,11192.92486000
2008.06.05,11211.87143000
2008.06.06,11188.21140000
2008.06.07,11177.45460333
2008.06.08,11166.69780667
2008.06.09,11155.94101000
2008.06.10,11117.52013000
2008.06.11,11051.48267000
2008.06.12,11000.46323000
2008.06.13,10988.73929000
2008.06.14,10989.35007000
2008.06.15,10989.96085000
2008.06.16,10990.57163000
2008.06.17,10978.88542000
2008.06.18,10946.84928000
2008.06.19,10930.27414000
2008.06.20,10882.30102000
2008.06.21,10864.80818000
2008.06.22,10847.31534000
2008.06.23,10829.82250000
2008.06.24,10765.70425000
2008.06.25,10733.85463000
2008.06.26,10670.65393000
2008.06.27,10607.86406000
2008.06.28,10587.77250667
2008.06.29,10567.68095333
2008.06.30,10547.58940000
2008.07.01,10495.46662000
2008.07.02,10421.12431000
2008.07.03,10346.90601000
2008.07.04,10284.51484000
2008.07.05,10261.57583000
2008.07.06,10238.63682000
2008.07.07,10215.69781000
2008.07.08,10186.53076000
2008.07.09,10140.31028000
2008.07.10,10116.89022000
2008.07.11,10093.53162000
2008.07.12,10082.58519667
2008.07.13,10071.63877333
2008.07.14,10060.69235000
2008.07.15,10021.26132000
2008.07.16,10021.14148000
2008.07.17,10045.78331000
2008.07.18,10068.02316000
2008.07.19,10079.49814333
2008.07.20,10090.97312667
2008.07.21,10102.44811000
2008.07.22,10158.86921000
2008.07.23,10220.01490000
2008.07.24,10245.04439000
2008.07.25,10283.21938000
2008.07.26,10286.92722000
2008.07.27,10290.63506000
2008.07.28,10294.34290000
2008.07.29,10335.58180000
2008.07.30,10392.26315000
2008.07.31,10329.41439000
2008.08.01,10195.73162000
2008.08.02,10117.35581300
2008.08.03,10038.98000600
2008.08.04,9960.60419900
2008.08.05,9754.46723200
2008.08.06,9521.94778900
2008.08.07,9180.03392700
2008.08.08,8885.19740500
2008.08.09,8790.94366700
2008.08.10,8696.68992900
2008.08.11,8602.43619100
2008.08.12,8252.01317300
2008.08.13,7871.39142600
2008.08.14,7522.70287600
2008.08.15,7169.36065100
2008.08.16,7028.85918233
2008.08.17,6888.35771367
2008.08.18,6747.85624500
2008.08.19,6270.73069700
2008.08.20,5818.48470000
2008.08.21,5363.12194900
2008.08.22,4983.42118700
2008.08.23,4831.93410133
2008.08.24,4680.44701567
2008.08.25,4528.95993000
2008.08.26,4128.25075500
2008.08.27,3809.45315700
2008.08.28,3571.78394500
2008.08.29,3286.01784900
2008.08.30,3216.62782350
2008.08.31,3147.23779800
2008.09.01,3077.84777250
2008.09.02,3008.45774700
2008.09.03,2735.20157200
2008.09.04,2371.19153400
2008.09.05,2028.60699400
2008.09.06,1934.62272167
2008.09.07,1840.63844933
2008.09.08,1746.65417700
2008.09.09,1371.10124800
2008.09.10,1039.99798700
2008.09.11,719.50470950
2008.09.12,438.23543340
2008.09.13,309.05996399
2008.09.14,179.88449459
2008.09.15,50.70902518
2008.09.16,-297.97959900
2008.09.17,-733.26847460
2008.09.18,-1053.92412100
2008.09.19,-1250.76507800
2008.09.20,-1341.53014233
2008.09.21,-1432.29520667
2008.09.22,-1523.06027100
2008.09.23,-1831.05735900
2008.09.24,-2139.68958300
2008.09.25,-2359.62168700
2008.09.26,-2599.21552700
2008.09.27,-2711.78441200
2008.09.28,-2824.35329700
2008.09.29,-2936.92218200
2008.09.30,-3153.22676200
2008.10.01,-3360.70104400
2008.10.02,-3643.83805000
2008.10.03,-3939.95099900
2008.10.04,-4063.05993800
2008.10.05,-4186.16887700
2008.10.06,-4309.27781600
2008.10.07,-4733.05585600
2008.10.08,-5161.82080000
2008.10.09,-5641.20572300
2008.10.10,-6077.62380400
2008.10.11,-6161.24025100
2008.10.12,-6244.85669800
2008.10.13,-6328.47314500
2008.10.14,-6543.20696500
2008.10.15,-6829.23834600
2008.10.16,-7004.09898500
2008.10.17,-7138.33433700
2008.10.18,-7143.27752167
2008.10.19,-7148.22070633
2008.10.20,-7153.16389100
2008.10.21,-7218.62734000
2008.10.22,-7362.35545300
2008.10.23,-7506.23121200
2008.10.24,-7700.71382900
2008.10.25,-7778.57351900
2008.10.26,-7856.43320900
2008.10.27,-7934.29289900
2008.10.28,-8034.88153800
2008.10.29,-8073.11041700
2008.10.30,-8002.68055700
2008.10.31,-7862.09962300
2008.11.01,-7813.13055767
2008.11.02,-7764.16149233
2008.11.03,-7715.19242700
2008.11.04,-7501.81081200
2008.11.05,-7392.76047700
2008.11.06,-7377.05863900
2008.11.07,-7294.89827300
2008.11.08,-7284.20773867
2008.11.09,-7273.51720433
2008.11.10,-7262.82667000
2008.11.11,-7303.14131500
2008.11.12,-7437.14463100
2008.11.13,-7461.03174200
2008.11.14,-7553.20006400
2008.11.15,-7595.96270200
2008.11.16,-7638.72534000
2008.11.17,-7681.48797800
2008.11.18,-7801.26670500
2008.11.19,-8004.07118400
2008.11.20,-8272.09865700
2008.11.21,-8433.50165300
2008.11.22,-8439.39567067
2008.11.23,-8445.28968833
2008.11.24,-8451.18370600
2008.11.25,-8407.59594300
2008.11.26,-8258.29042600
2008.11.27,-8163.11659150
2008.11.28,-8067.94275700
2008.11.29,-8043.26376667
2008.11.30,-8018.58477633
2008.12.01,-7993.90578600
2008.12.02,-7836.88464700
2008.12.03,-7640.29715000
2008.12.04,-7524.76335400
2008.12.05,-7346.40814200
2008.12.06,-7265.04955967
2008.12.07,-7183.69097733
2008.12.08,-7102.33239500
2008.12.09,-6935.18596900
2008.12.10,-6725.34984500
2008.12.11,-6613.86321000
2008.12.12,-6468.47282100
2008.12.13,-6445.72243867
2008.12.14,-6422.97205633
2008.12.15,-6400.22167400
2008.12.16,-6234.36583500
2008.12.17,-6070.18726400
2008.12.18,-5954.36364900
2008.12.19,-5821.26264000
2008.12.20,-5800.09341467
2008.12.21,-5778.92418933
2008.12.22,-5757.75496400
2008.12.23,-5733.61712600
2008.12.24,-5686.41119000
2008.12.25,-5632.26462400
2008.12.26,-5578.11805800
2008.12.27,-5559.97431867
2008.12.28,-5541.83057933
2008.12.29,-5523.68684000
2008.12.30,-5387.47971400
2008.12.31,-5177.58522300
2009.01.01,-5046.03636500
2009.01.02,-4914.48750700
2009.01.03,-4827.48051200
2009.01.04,-4740.47351700
2009.01.05,-4653.46652200
2009.01.06,-4361.77624800
2009.01.07,-4196.92218200
2009.01.08,-4024.58734500
2009.01.09,-3946.11812200
2009.01.10,-3950.12753000
2009.01.11,-3954.13693800
2009.01.12,-3958.14634600
2009.01.13,-3958.78974600
2009.01.14,-4067.89590400
2009.01.15,-4141.84219000
2009.01.16,-4164.85705300
2009.01.17,-4197.12040875
2009.01.18,-4229.38376450
2009.01.19,-4261.64712025
2009.01.20,-4293.91047600
2009.01.21,-4319.43160000
2009.01.22,-4414.65500300
2009.01.23,-4481.69773800
2009.01.24,-4488.01875433
2009.01.25,-4494.33977067
2009.01.26,-4500.66078700
2009.01.27,-4467.77089100
2009.01.28,-4346.61117500
2009.01.29,-4333.48656200
2009.01.30,-4388.04758400
2009.01.31,-4406.20072967
2009.02.01,-4424.35387533
2009.02.02,-4442.50702100
2009.02.03,-4456.70730500
2009.02.04,-4486.06501000
2009.02.05,-4467.58552400
2009.02.06,-4365.09763500
2009.02.07,-4334.68009067
2009.02.08,-4304.26254633
2009.02.09,-4273.84500200
2009.02.10,-4294.05477500
2009.02.11,-4294.46385800
2009.02.12,-4298.64130500
2009.02.13,-4330.21981500
2009.02.14,-4330.31932400
2009.02.15,-4330.41883300
2009.02.16,-4330.51834200
2009.02.17,-4443.02099100
2009.02.18,-4590.79565100
2009.02.19,-4770.38900700
2009.02.20,-4983.78938100
2009.02.21,-5076.58550533
2009.02.22,-5169.38162967
2009.02.23,-5262.17775400
2009.02.24,-5400.53892400
2009.02.25,-5558.08503000
2009.02.26,-5708.19652600
2009.02.27,-5871.65087200
2009.02.28,-5953.79927567
2009.03.01,-6035.94767933
2009.03.02,-6118.09608300
2009.03.03,-6363.96625900
2009.03.04,-6485.01542700
2009.03.05,-6689.08738900
2009.03.06,-6877.97348000
2009.03.07,-6945.97606000
2009.03.08,-7013.97864000
2009.03.09,-7081.98122000
2009.03.10,-7133.24793200
2009.03.11,-7151.51473000
2009.03.12,-7050.62527000
2009.03.13,-6921.41165500
2009.03.14,-6877.96675500
2009.03.15,-6834.52185500
2009.03.16,-6791.07695500
2009.03.17,-6587.28540300
2009.03.18,-6321.00719800
2009.03.19,-6090.23429700
2009.03.20,-5952.47229500
2009.03.21,-5874.50600400
2009.03.22,-5796.53971300
2009.03.23,-5718.57342200
2009.03.24,-5572.34701900
2009.03.25,-5389.91170900
2009.03.26,-5146.92996000
2009.03.27,-5013.04591500
2009.03.28,-5007.70055233
2009.03.29,-5002.35518967
2009.03.30,-4997.00982700
2009.03.31,-4916.56392300
2009.04.01,-4777.99985500
2009.04.02,-4560.33757800
2009.04.03,-4324.03464300
2009.04.04,-4273.98158200
2009.04.05,-4223.92852100
2009.04.06,-4173.87546000
2009.04.07,-4125.26998200
2009.04.08,-4018.38594800
2009.04.09,-3830.25816900
2009.04.10,-3787.05803350
2009.04.11,-3743.85789800
2009.04.12,-3700.65776250
2009.04.13,-3657.45762700
2009.04.14,-3570.12587600
2009.04.15,-3444.40659900
2009.04.16,-3268.69458500
2009.04.17,-3084.66733900
2009.04.18,-3069.42846200
2009.04.19,-3054.18958500
2009.04.20,-3038.95070800
2009.04.21,-2927.51823400
2009.04.22,-2833.75587800
2009.04.23,-2740.62028500
2009.04.24,-2598.48625000
2009.04.25,-2577.96390667
2009.04.26,-2557.44156333
2009.04.27,-2536.91922000
2009.04.28,-2484.99481300
2009.04.29,-2360.47447100
2009.04.30,-2259.30720600
2009.05.01,-2154.26265800
2009.05.02,-2097.00119100
2009.05.03,-2039.73972400
2009.05.04,-1982.47825700
2009.05.05,-1864.94020300
2009.05.06,-1730.17046500
2009.05.07,-1674.79148700
2009.05.08,-1549.36850300
2009.05.09,-1539.50733867
2009.05.10,-1529.64617433
2009.05.11,-1519.78501000
2009.05.12,-1533.54219800
2009.05.13,-1665.18688300
2009.05.14,-1733.26715400
2009.05.15,-1844.30945000
2009.05.16,-1847.11598867
2009.05.17,-1849.92252733
2009.05.18,-1852.72906600
2009.05.19,-1852.06419200
2009.05.20,-1867.08540400
2009.05.21,-1956.64311300
2009.05.22,-2046.98173900
2009.05.23,-2046.54539300
2009.05.24,-2046.10904700
2009.05.25,-2045.67270100
2009.05.26,-2045.23635500
2009.05.27,-2114.66787000
2009.05.28,-2143.80847600
2009.05.29,-2115.65465200
2009.05.30,-2082.72138767
2009.05.31,-2049.78812333
2009.06.01,-2016.85485900
2009.06.02,-1922.84676200
2009.06.03,-1914.70560500
2009.06.04,-1850.62138800
2009.06.05,-1813.72627500
2009.06.06,-1819.72162433
2009.06.07,-1825.71697367
2009.06.08,-1831.71232300
2009.06.09,-1835.93183200
2009.06.10,-1867.15985200
2009.06.11,-1885.02401100
2009.06.12,-1922.37274700
2009.06.13,-1968.62984867
2009.06.14,-2014.88695033
2009.06.15,-2061.14405200
2009.06.16,-2252.23779700
2009.06.17,-2443.76176100
2009.06.18,-2596.24594100
2009.06.19,-2705.83868500
2009.06.20,-2773.57955267
2009.06.21,-2841.32042033
2009.06.22,-2909.06128800
2009.06.23,-3098.02130700
2009.06.24,-3209.89201700
2009.06.25,-3225.74201400
2009.06.26,-3221.16505100
2009.06.27,-3213.04200800
2009.06.28,-3204.91896500
2009.06.29,-3196.79592200
2009.06.30,-3204.27633800
2009.07.01,-3154.90071100
2009.07.02,-3202.41004700
2009.07.03,-3219.61215500
2009.07.04,-3236.81426300
2009.07.05,-3254.01637100
2009.07.06,-3271.21847900
2009.07.07,-3413.44359600
2009.07.08,-3581.22885300
2009.07.09,-3704.77910300
2009.07.10,-3818.69067200
2009.07.11,-3823.20765133
2009.07.12,-3827.72463067
2009.07.13,-3832.24161000
2009.07.14,-3794.36645400
2009.07.15,-3659.01136300
2009.07.16,-3491.43770300
2009.07.17,-3357.00503600
2009.07.18,-3295.73005067
2009.07.19,-3234.45506533
2009.07.20,-3173.18008000
2009.07.21,-3016.99384300
2009.07.22,-2871.86964000
2009.07.23,-2666.12909900
2009.07.24,-2462.94029100
2009.07.25,-2397.07658000
2009.07.26,-2331.21286900
2009.07.27,-2265.34915800
2009.07.28,-2115.48199400
2009.07.29,-2035.86815900
2009.07.30,-1902.41898900
2009.07.31,-1773.55785400
2009.08.01,-1712.97650067
2009.08.02,-1652.39514733
2009.08.03,-1591.81379400
2009.08.04,-1423.36355400
2009.08.05,-1310.97178100
2009.08.06,-1267.27195600
2009.08.07,-1172.27224500
2009.08.08,-1154.44354067
2009.08.09,-1136.61483633
2009.08.10,-1118.78613200
2009.08.11,-1154.46157500
2009.08.12,-1143.29177000
2009.08.13,-1111.67512800
2009.08.14,-1162.73452400
2009.08.15,-1216.58189400
2009.08.16,-1270.42926400
2009.08.17,-1324.27663400
2009.08.18,-1400.17375600
2009.08.19,-1447.06492600
2009.08.20,-1438.67155200
2009.08.21,-1358.80185900
2009.08.22,-1341.14099333
2009.08.23,-1323.48012767
2009.08.24,-1305.81926200
2009.08.25,-1250.79004600
2009.08.26,-1225.18611600
2009.08.27,-1209.86882500
2009.08.28,-1220.27319700
2009.08.29,-1250.05465433
2009.08.30,-1279.83611167
2009.08.31,-1309.61756900
2009.09.01,-1492.60891900
2009.09.02,-1692.45347900
2009.09.03,-1767.35831100
2009.09.04,-1725.21515000
2009.09.05,-1693.40053050
2009.09.06,-1661.58591100
2009.09.07,-1629.77129150
2009.09.08,-1597.95667200
2009.09.09,-1410.86089000
2009.09.10,-1161.73969100
2009.09.11,-936.63236860
2009.09.12,-852.24906093
2009.09.13,-767.86575327
2009.09.14,-683.48244560
2009.09.15,-394.52184920
2009.09.16,-39.73793011
2009.09.17,219.90101040
2009.09.18,470.14279950
2009.09.19,519.11147137
2009.09.20,568.08014323
2009.09.21,617.04881510
2009.09.22,808.11821450
2009.09.23,897.14195980
2009.09.24,871.47155230
2009.09.25,804.26599610
2009.09.26,814.38863593
2009.09.27,824.51127577
2009.09.28,834.63391560
2009.09.29,829.62531710
2009.09.30,773.24483890
2009.10.01,604.82330580
2009.10.02,391.74877850
2009.10.03,365.66962357
2009.10.04,339.59046863
2009.10.05,313.51131370
2009.10.06,339.50072480
2009.10.07,372.37416760
2009.10.08,471.71909040
2009.10.09,589.90040390
2009.10.10,629.16557760
2009.10.11,668.43075130
2009.10.12,707.69592500
2009.10.13,760.72261590
2009.10.14,883.45682350
2009.10.15,965.47728690
2009.10.16,964.12739660
2009.10.17,988.23579907
2009.10.18,1012.34420153
2009.10.19,1036.45260400
2009.10.20,1020.10839200
2009.10.21,932.48354990
2009.10.22,909.20189180
2009.10.23,788.65006470
2009.10.24,722.31171053
2009.10.25,655.97335637
2009.10.26,589.63500220
2009.10.27,355.77894870
2009.10.28,26.65312827
2009.10.29,-153.43271390
2009.10.30,-426.03894530
2009.10.31,-497.88832303
2009.11.01,-569.73770077
2009.11.02,-641.58707850
2009.11.03,-783.07279690
2009.11.04,-885.37772220
2009.11.05,-865.97154470
2009.11.06,-837.14940530
2009.11.07,-791.73984653
2009.11.08,-746.33028777
2009.11.09,-700.92072900
2009.11.10,-632.14060710
2009.11.11,-527.72289990
2009.11.12,-537.90714570
2009.11.13,-469.62514020
2009.11.14,-415.68206003
2009.11.15,-361.73897987
2009.11.16,-307.79589970
2009.11.17,-202.64291970
2009.11.18,-150.67390710
2009.11.19,-213.38703180
2009.11.20,-309.68981830
2009.11.21,-306.68662940
2009.11.22,-303.68344050
2009.11.23,-300.68025160
2009.11.24,-327.72367090
2009.11.25,-295.40717600
2009.11.26,-338.95335650
2009.11.27,-382.49953700
2009.11.28,-396.75002730
2009.11.29,-411.00051760
2009.11.30,-425.25100790
2009.12.01,-363.27726060
2009.12.02,-256.97332030
2009.12.03,-234.84858470
2009.12.04,-145.00769290
2009.12.05,-113.21135923
2009.12.06,-81.41502557
2009.12.07,-49.61869190
2009.12.08,-43.46300260
2009.12.09,-19.38257324
2009.12.10,35.00310673
2009.12.11,123.22784760
2009.12.12,173.68318567
2009.12.13,224.13852373
2009.12.14,274.59386180
2009.12.15,350.38883460
2009.12.16,460.59159220
2009.12.17,467.96199190
2009.12.18,504.67387380
2009.12.19,538.14563700
2009.12.20,571.61740020
2009.12.21,605.08916340
2009.12.22,729.71879020
2009.12.23,902.17852710
2009.12.24,1122.52071000
2009.12.25,1169.96570050
2009.12.26,1217.41069100
2009.12.27,1264.85568150
2009.12.28,1312.30067200
2009.12.29,1436.30103700
2009.12.30,1500.78984300
2009.12.31,1474.42382300
2010.01.01,1491.45755675
2010.01.02,1508.49129050
2010.01.03,1525.52502425
2010.01.04,1542.55875800
2010.01.05,1630.55133200
2010.01.06,1732.48222700
2010.01.07,1850.97073100
2010.01.08,1981.82354800
2010.01.09,2026.28022833
2010.01.10,2070.73690867
2010.01.11,2115.19358900
2010.01.12,2133.14900600
2010.01.13,2204.78514300
2010.01.14,2280.56011400
2010.01.15,2254.04491400
2010.01.16,2267.78473375
2010.01.17,2281.52455350
2010.01.18,2295.26437325
2010.01.19,2309.00419300
2010.01.20,2253.14935600
2010.01.21,2092.92772300
2010.01.22,1839.87358800
2010.01.23,1774.03670400
2010.01.24,1708.19982000
2010.01.25,1642.36293600
2010.01.26,1400.42951300
2010.01.27,1167.57428800
2010.01.28,883.74520020
2010.01.29,564.40260390
2010.01.30,503.94929293
2010.01.31,443.49598197
2010.02.01,383.04267100
2010.02.02,312.16471500
2010.02.03,190.85323900
2010.02.04,-46.42233909
2010.02.05,-279.86084670
2010.02.06,-368.27438663
2010.02.07,-456.68792657
2010.02.08,-545.10146650
2010.02.09,-680.10668900
2010.02.10,-825.98562090
2010.02.11,-859.63217950
2010.02.12,-868.90182620
2010.02.13,-843.24708592
2010.02.14,-817.59234565
2010.02.15,-791.93760537
2010.02.16,-766.28286510
2010.02.17,-619.36223890
2010.02.18,-427.99829240
2010.02.19,-229.09212660
2010.02.20,-179.78871583
2010.02.21,-130.48530505
2010.02.22,-81.18189428
2010.02.23,-37.66273615
2010.02.24,69.78445773
2010.02.25,138.40288620
2010.02.26,230.87962810
2010.02.27,287.81736683
2010.02.28,344.75510557
2010.03.01,401.69284430
2010.03.02,611.12968000
2010.03.03,804.44252600
2010.03.04,997.15279680
2010.03.05,1267.68431400
2010.03.06,1352.20632267
2010.03.07,1436.72833133
2010.03.08,1521.25034000
2010.03.09,1753.89304100
2010.03.10,1997.53308400
2010.03.11,2214.80765600
2010.03.12,2408.05337700
2010.03.13,2444.59831833
2010.03.14,2481.14325967
2010.03.15,2517.68820100
2010.03.16,2675.03753500
2010.03.17,2861.54602800
2010.03.18,2959.15305900
2010.03.19,2951.71130500
2010.03.20,2962.53755300
2010.03.21,2973.36380100
2010.03.22,2984.19004900
2010.03.23,3071.03842500
2010.03.24,3060.98859500
2010.03.25,2988.09104600
2010.03.26,2918.57318700
2010.03.27,2913.09630867
2010.03.28,2907.61943033
2010.03.29,2902.14255200
2010.03.30,2880.18364600
2010.03.31,2795.75786300
2010.04.01,2788.14503000
2010.04.02,2803.63260550
2010.04.03,2819.12018100
2010.04.04,2834.60775650
2010.04.05,2850.09533200
2010.04.06,2915.51236300
2010.04.07,2896.86636400
2010.04.08,2877.43970200
2010.04.09,2905.99270800
2010.04.10,2917.55366000
2010.04.11,2929.11461200
2010.04.12,2940.67556400
2010.04.13,2933.22602900
2010.04.14,2999.54054500
2010.04.15,3017.79175500
2010.04.16,2912.70758000
2010.04.17,2865.28741067
2010.04.18,2817.86724133
2010.04.19,2770.44707200
2010.04.20,2737.11210300
2010.04.21,2718.02514400
2010.04.22,2741.06566800
2010.04.23,2816.90998800
2010.04.24,2823.04743600
2010.04.25,2829.18488400
2010.04.26,2835.32233200
2010.04.27,2719.83827400
2010.04.28,2637.80021300
2010.04.29,2637.01867000
2010.04.30,2529.41535700
2010.05.01,2523.83272067
2010.05.02,2518.25008433
2010.05.03,2512.66744800
2010.05.04,2378.93464800
2010.05.05,2163.94843100
2010.05.06,1831.96547400
2010.05.07,1476.06021700
2010.05.08,1421.03378533
2010.05.09,1366.00735367
2010.05.10,1310.98092200
2010.05.11,1182.93322100
2010.05.12,1173.48776900
2010.05.13,1117.99447000
2010.05.14,951.70772620
2010.05.15,894.31315807
2010.05.16,836.91858993
2010.05.17,779.52402180
2010.05.18,547.85933450
2010.05.19,263.34673010
2010.05.20,-118.47828020
2010.05.21,-357.89627270
2010.05.22,-436.30057343
2010.05.23,-514.70487417
2010.05.24,-593.10917490
2010.05.25,-829.05066040
2010.05.26,-989.08537720
2010.05.27,-983.56963320
2010.05.28,-1023.28582400
2010.05.29,-1051.65855250
2010.05.30,-1080.03128100
2010.05.31,-1108.40400950
2010.06.01,-1136.77673800
2010.06.02,-1113.12758500
2010.06.03,-1042.49192200
2010.06.04,-1097.78597100
2010.06.05,-1134.01513133
2010.06.06,-1170.24429167
2010.06.07,-1206.47345200
2010.06.08,-1257.81888200
2010.06.09,-1289.43013000
2010.06.10,-1192.16059600
2010.06.11,-1041.68434100
2010.06.12,-984.11246807
2010.06.13,-926.54059513
2010.06.14,-868.96872220
2010.06.15,-602.60202410
2010.06.16,-396.79548720
2010.06.17,-215.94692070
2010.06.18,-38.04166172
2010.06.19,5.45807319
2010.06.20,48.95780810
2010.06.21,92.45754301
2010.06.22,117.17207530
2010.06.23,134.71714010
2010.06.24,68.79458478
2010.06.25,86.98682705
2010.06.26,88.22663805
2010.06.27,89.46644906
2010.06.28,90.70626006
2010.06.29,-30.91715602
2010.06.30,-171.20059100
2010.07.01,-317.28692490
2010.07.02,-465.30430580
2010.07.03,-495.76139060
2010.07.04,-526.21847540
2010.07.05,-556.67556020
2010.07.06,-587.13264500
2010.07.07,-572.16021170
2010.07.08,-471.09798020
2010.07.09,-289.93428240
2010.07.10,-250.71940470
2010.07.11,-211.50452700
2010.07.12,-172.28964930
2010.07.13,38.15796020
2010.07.14,206.59987650
2010.07.15,352.13471560
2010.07.16,388.40632940
2010.07.17,415.24639547
2010.07.18,442.08646153
2010.07.19,468.92652760
2010.07.20,634.92666440
2010.07.21,724.23214810
2010.07.22,914.86717590
2010.07.23,1171.98578900
2010.07.24,1276.06128400
2010.07.25,1380.13677900
2010.07.26,1484.21227400
2010.07.27,1730.44485700
2010.07.28,1882.07149200
2010.07.29,2014.65190700
2010.07.30,2149.68490200
2010.07.31,2221.60316400
2010.08.01,2293.52142600
2010.08.02,2365.43968800
2010.08.03,2508.88283200
2010.08.04,2697.43230600
2010.08.05,2825.60494500
2010.08.06,2912.96452600
2010.08.07,2957.25706600
2010.08.08,3001.54960600
2010.08.09,3045.84214600
2010.08.10,3076.97330000
2010.08.11,2974.95557000
2010.08.12,2851.90563300
2010.08.13,2723.68840900
2010.08.14,2696.55701933
2010.08.15,2669.42562967
2010.08.16,2642.29424000
2010.08.17,2652.54075400
2010.08.18,2676.28882100
2010.08.19,2592.91197300
2010.08.20,2488.01020800
2010.08.21,2442.48318833
2010.08.22,2396.95616867
2010.08.23,2351.42914900
2010.08.24,2147.64519700
2010.08.25,2000.37169200
2010.08.26,1824.50098700
2010.08.27,1777.70902900
2010.08.28,1734.19380600
2010.08.29,1690.67858300
2010.08.30,1647.16336000
2010.08.31,1548.91099700
2010.09.01,1572.91067000
2010.09.02,1653.01583800
2010.09.03,1802.89067800
2010.09.04,1815.59781150
2010.09.05,1828.30494500
2010.09.06,1841.01207850
2010.09.07,1853.71921200
2010.09.08,1950.20901300
2010.09.09,2062.90674700
2010.09.10,2194.79877700
2010.09.11,2253.76334067
2010.09.12,2312.72790433
2010.09.13,2371.69246800
2010.09.14,2501.87811100
2010.09.15,2614.57744600
2010.09.16,2677.16249000
2010.09.17,2750.28689000
2010.09.18,2799.67686600
2010.09.19,2849.06684200
2010.09.20,2898.45681800
2010.09.21,2970.94982200
2010.09.22,2984.27659100
2010.09.23,2925.44959600
2010.09.24,2964.92526700
2010.09.25,2964.60095800
